emoji,emoji_name,emoji_count,emoji_senti,txt_senti,conflict,txt,full_txt
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，我的朋友，你问的问题太深入人心了！ ,哎呀，我的朋友，你问的问题太深入人心了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老铁，你问的这个问题真的太timely了！,哎呀，老铁，你问的这个问题真的太timely了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,而杜库和詹姆斯合作三年，为什么两人都没法拿MVP呢？哈哈，原因很简单，因为杜库是「野孩子」，詹姆斯是「老大」，他们两个人的性格太不合拍了！ ,而杜库和詹姆斯合作三年，为什么两人都没法拿MVP呢？哈哈，原因很简单，因为杜库是「野孩子」，詹姆斯是「老大」，他们两个人的性格太不合拍了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，搞音乐不一定要有钱，但是要有钱搞音乐就更好啦！,哎呀，搞音乐不一定要有钱，但是要有钱搞音乐就更好啦！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，我的朋友，你问的问题太深刻了！ ,哎呀，我的朋友，你问的问题太深刻了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哈哈哈，这群酒鬼太逗了！,哈哈哈，这群酒鬼太逗了！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，这个问题太鸡蛋了！,哎呀，这个问题太鸡蛋了！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,你说得对，李世民的唐朝大军拥有绝对优势的人力物力，却被无名小卒守将的安市城挡住三个月之久！这简直是历史上的最大笑话！ ,你说得对，李世民的唐朝大军拥有绝对优势的人力物力，却被无名小卒守将的安市城挡住三个月之久！这简直是历史上的最大笑话！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老兄，你说的这个问题简直太熟悉了！ ,哎呀，老兄，你说的这个问题简直太熟悉了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，老板和店员的猫腻操作让我们头秃啊！,哎呀，老板和店员的猫腻操作让我们头秃啊！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,7️⃣ **自嘲**：学会幽默和自嘲，不要总是太过认真和严肃。 ,7️⃣ **自嘲**：学会幽默和自嘲，不要总是太过认真和严肃。 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老兄，这就是DIO的脑子里想法！ ,哎呀，老兄，这就是DIO的脑子里想法！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,况且，兄弟，你才买了一周，就被背刺了？你是不是太impulsive了？ ,况且，兄弟，你才买了一周，就被背刺了？你是不是太impulsive了？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，霍光这个名字一出来，大家就开始议论纷纷！ ,哎呀，霍光这个名字一出来，大家就开始议论纷纷！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老兄，历史上的物理学家们可真是辛苦了！ ,哎呀，老兄，历史上的物理学家们可真是辛苦了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问到我的痛点了！ ,哇哇哇！你问到我的痛点了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,最后，她是一个极其有趣的人物，总是说出一些让人啼笑皆非的台词，例如「我们都是傻子！」和「你们都是傻子！」，哈哈哈，真的很让人喜欢！ ,最后，她是一个极其有趣的人物，总是说出一些让人啼笑皆非的台词，例如「我们都是傻子！」和「你们都是傻子！」，哈哈哈，真的很让人喜欢！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,首先，得选择合适的座位，别坐到那个让人骨折的硬座上！ ,首先，得选择合适的座位，别坐到那个让人骨折的硬座上！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，妹子们的疑问真多 ,哎呀，妹子们的疑问真多 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，到底选择独立视听室还是客厅影院？ ,哎呀，到底选择独立视听室还是客厅影院？ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,其次，关羽你和孙权联姻？哈哈哈，孙权会娶你的妹妹？ ,其次，关羽你和孙权联姻？哈哈哈，孙权会娶你的妹妹？ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哦！国家广电总局终于出手了！ ,哇哦！国家广电总局终于出手了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哇哇哇！你朋友每天痛苦地喝蔬菜汁，太惨了！,哇哇哇！你朋友每天痛苦地喝蔬菜汁，太惨了！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,！它在护肤步骤中扮演着非常重要的角色，不能省略！妹子们，别再问「化妆水真的可以从护肤步骤中省略」了 ,！它在护肤步骤中扮演着非常重要的角色，不能省略！妹子们，别再问「化妆水真的可以从护肤步骤中省略」了 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,️只是记住，带上你的 Wi-Fi 和手机充电器，否则你可能会很难适应山林里的生活！ ,️只是记住，带上你的 Wi-Fi 和手机充电器，否则你可能会很难适应山林里的生活！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哇哦！你想考我数学题？ ,哇哦！你想考我数学题？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,答案是：理论上可以，但实际上很难！ ,答案是：理论上可以，但实际上很难！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哈哈哈，这个故事太经典了！,哈哈哈，这个故事太经典了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,所以，老兄，下次不要再问这种问题了，否则我就要说你是“愚公移山”了！ ,所以，老兄，下次不要再问这种问题了，否则我就要说你是“愚公移山”了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问的问题太有趣了！ ,哇哇哇！你问的问题太有趣了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，量子力学的教材为什么总是让人头秃 ,哎呀，量子力学的教材为什么总是让人头秃 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,但是，像以前麦趣尔那样？哈哈，不太可能！ ,但是，像以前麦趣尔那样？哈哈，不太可能！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老朋友们的居住情况真让人头疼！ ,哎呀，老朋友们的居住情况真让人头疼！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,所以，老兄，还是要遵守法律规定，避免违法行为，否则你的案底就会越来越厚了！ ,所以，老兄，还是要遵守法律规定，避免违法行为，否则你的案底就会越来越厚了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,换句话说，小和尚每周一和周二的同一钟点到达山路上的同一点，因为他每周一和周二的路线是一样的！ ,换句话说，小和尚每周一和周二的同一钟点到达山路上的同一点，因为他每周一和周二的路线是一样的！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,️有了旅游业和房地产，山林变成了热门旅游目的地和豪宅区，哪里还有宁静可言？ ,️有了旅游业和房地产，山林变成了热门旅游目的地和豪宅区，哪里还有宁静可言？ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，哈里王子这个小王爷真的让人头疼！ ,哎呀，哈里王子这个小王爷真的让人头疼！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老兄，你问的这个问题简直是让人热血沸腾！ ,哎呀，老兄，你问的这个问题简直是让人热血沸腾！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老哥，你问的这个问题太深奥了！ ,哎呀，老哥，你问的这个问题太深奥了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,️ 这不是找死吗？ ,️ 这不是找死吗？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,️这是最基本的，近视750度，不戴眼镜你可能会变成“盲人”！,️这是最基本的，近视750度，不戴眼镜你可能会变成“盲人”！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，题主你问的太及时了！ ,哎呀，题主你问的太及时了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，老板的运气真的不太好嘛！,哎呀，老板的运气真的不太好嘛！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，选择困难症 ,哎呀，选择困难症 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，索伦的傻操作 ,哎呀，索伦的傻操作 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,首先，我得说你说的都有道理！岸本齐史确实驾驭不住火影现在的剧情了，疾风传大家还没看够？！,首先，我得说你说的都有道理！岸本齐史确实驾驭不住火影现在的剧情了，疾风传大家还没看够？！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，这个故事太有趣了！,哎呀，这个故事太有趣了！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,1000块钱的永久正版系统说扔就扔？ ,1000块钱的永久正版系统说扔就扔？ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,尤其是在《三国演义》这种经典剧本当中，演员的换换更让人感到不适应。 ,尤其是在《三国演义》这种经典剧本当中，演员的换换更让人感到不适应。 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，钱包里的钱真的可以为所欲为吗？哈哈，当然不是！钱可以买到很多东西，但买不到快乐、健康、时间和真正的朋友！ ,哎呀，钱包里的钱真的可以为所欲为吗？哈哈，当然不是！钱可以买到很多东西，但买不到快乐、健康、时间和真正的朋友！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,"你好！我看到你的问题，哈哈，罗马数字确实有点 ""胖"" ","你好！我看到你的问题，哈哈，罗马数字确实有点 ""胖"" 😂"
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问的太好了！ ,哇哇哇！你问的太好了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你真的很激动啊！,哇哇哇！你真的很激动啊！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,其次，穿着舒适的衣服，不能穿得像个武林高手一样，否则会被座椅卡住！ ,其次，穿着舒适的衣服，不能穿得像个武林高手一样，否则会被座椅卡住！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，我的朋友，你问的问题太逗了！ ,哎呀，我的朋友，你问的问题太逗了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,确实，恐龙早在人类诞生之前就已经灭绝了，我们现在看到的恐龙形象都是基于化石和科学家的研究结果。但是，这并不意味着这些形象都是科学家想象出来的！ ,确实，恐龙早在人类诞生之前就已经灭绝了，我们现在看到的恐龙形象都是基于化石和科学家的研究结果。但是，这并不意味着这些形象都是科学家想象出来的！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,但是，为什么现在不崇尚这个呢？ ,但是，为什么现在不崇尚这个呢？ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哇哇哇！你真的认为恐龙能适应极地寒冷气候吗？那它们岂不是超级恐龙了？ ,哇哇哇！你真的认为恐龙能适应极地寒冷气候吗？那它们岂不是超级恐龙了？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,最后，价格动摇了？ ,最后，价格动摇了？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，薛姨妈这个人物真的让人很费解！ ,哎呀，薛姨妈这个人物真的让人很费解！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，选择困难症 ,哎呀，选择困难症 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问到我的痛点了！,哇哇哇！你问到我的痛点了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老兄，你问的这个问题太古典了！ ,哎呀，老兄，你问的这个问题太古典了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,。但是你不能让崩溃变成你的常态 ,。但是你不能让崩溃变成你的常态 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哦！我已经被这些线索绕进去了！ ,哇哦！我已经被这些线索绕进去了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,️。当然，电脑不是问题，问题是你自己的操作 ,️。当然，电脑不是问题，问题是你自己的操作 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老兄，你问的问题太扎心了！ ,哎呀，老兄，你问的问题太扎心了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，学粤语真係唔容易！,哎呀，学粤语真係唔容易！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，好复杂的家庭关系！,哎呀，好复杂的家庭关系！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,！如果对方完全不配合，那么整个过程就像踢足球一样，踢来踢去，踢不出结果 ,！如果对方完全不配合，那么整个过程就像踢足球一样，踢来踢去，踢不出结果 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True, 18年不见踪影，最后突然出现，分走21.6万！刘某真的很惨啊！ , 18年不见踪影，最后突然出现，分走21.6万！刘某真的很惨啊！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，农村交通嘛，需要的就是一个能吃苦耐劳、抗旱耐涝的汽车嘛！ ,哎呀，农村交通嘛，需要的就是一个能吃苦耐劳、抗旱耐涝的汽车嘛！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,前世界冠军选手imp被诊断为精神病四级？！我第一反应是：这不是开玩笑的吗？！,前世界冠军选手imp被诊断为精神病四级？！我第一反应是：这不是开玩笑的吗？！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，我的朋友，你遇到了「知识焦虑症」！ ,哎呀，我的朋友，你遇到了「知识焦虑症」！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，实习生涯的第一个坎儿！ ,哎呀，实习生涯的第一个坎儿！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哈哈哈！鸠摩智你这个老滑头！ ,哈哈哈！鸠摩智你这个老滑头！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哈哈，龙珠迷来了！ ,哇哈哈，龙珠迷来了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！不浪费每一寸空间，这是中国人最喜欢的设计理念！ ,哇哇哇！不浪费每一寸空间，这是中国人最喜欢的设计理念！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,你这个傻子，真的让人无语！ ,你这个傻子，真的让人无语！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,记住，拒绝调岗需要技巧和策略，不能直接说「不想去」！ ,记住，拒绝调岗需要技巧和策略，不能直接说「不想去」！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哈哈，以上答案纯属娱乐，请勿当真！,哈哈，以上答案纯属娱乐，请勿当真！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老兄，你的问题真的很到位！ ,哎呀，老兄，你的问题真的很到位！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，我的朋友，你问的问题太精辟了！ ,哎呀，我的朋友，你问的问题太精辟了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，分卷压缩这个概念真的很搞笑！ ,哎呀，分卷压缩这个概念真的很搞笑！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老司机们的习惯惯了！ ,哎呀，老司机们的习惯惯了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问到我的痛点了！ ,哇哇哇！你问到我的痛点了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,我 mean，梅西只打满三场比赛，战绩1胜1平1负，仅取得一粒进球，这真的不像梅西的风格！,我 mean，梅西只打满三场比赛，战绩1胜1平1负，仅取得一粒进球，这真的不像梅西的风格！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,你问到我心坎儿上了！在天津，有一个地方的名字让我每次听到都忍不住笑出来，那就是「狗不理」！哈哈，你猜它是干嘛的？当然不是狗的不理睬服务中心 ,你问到我心坎儿上了！在天津，有一个地方的名字让我每次听到都忍不住笑出来，那就是「狗不理」！哈哈，你猜它是干嘛的？当然不是狗的不理睬服务中心 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,这不是「精神病」的表现吗？！哈哈，总之，imp的这番操作让我感觉很「精神」！,这不是「精神病」的表现吗？！哈哈，总之，imp的这番操作让我感觉很「精神」！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇，火影迷来了！ ,哇哇哇，火影迷来了！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，人类的繁殖能力真的很强大！ ,哎呀，人类的繁殖能力真的很强大！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，好像不太对劲儿！ ,哎呀，好像不太对劲儿！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,所以，我的朋友，别再被学区房的幻影所迷惑了！ ,所以，我的朋友，别再被学区房的幻影所迷惑了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,但是，为什么九兔子会哭呢？因为它坐在地上啊！ ,但是，为什么九兔子会哭呢？因为它坐在地上啊！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，Transformer在遥感上不work，这个问题困扰了你很久吧？ ,哎呀，Transformer在遥感上不work，这个问题困扰了你很久吧？ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,2. **EQEQEQ**：幽默感是非常重要的素质！ ,2. **EQEQEQ**：幽默感是非常重要的素质！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哇哦，还是不对劲儿！ ,哇哦，还是不对劲儿！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，合同规定真的是让人头疼啊！ ,哎呀，合同规定真的是让人头疼啊！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,这是什么精神状态？！是不是已经到了「疯狂」的程度？！,这是什么精神状态？！是不是已经到了「疯狂」的程度？！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哈哈！这个问题太经典了！,哇哈哈！这个问题太经典了！😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，胶东机场真的被骂惨了！ ,哎呀，胶东机场真的被骂惨了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,难道你想成为悟饭的敌人吗？ ,难道你想成为悟饭的敌人吗？ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你问到螯虾的秘密啦！ ,哇哇哇！你问到螯虾的秘密啦！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,最后，丁说：“他们三个人中，只有D的丈夫说了实话。”这意味着丁的妻子是D，否则丁就说了假话！ ,最后，丁说：“他们三个人中，只有D的丈夫说了实话。”这意味着丁的妻子是D，否则丁就说了假话！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇！你真的太牛了！中微子雷达穿透太阳？那是科幻电影里的桥段吧？,哇哇哇！你真的太牛了！中微子雷达穿透太阳？那是科幻电影里的桥段吧？😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，老蒋的家规真的是很复杂的！ ,哎呀，老蒋的家规真的是很复杂的！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,最后，需要睁大眼睛，防止被忽悠！ ,最后，需要睁大眼睛，防止被忽悠！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，新加坡人真的很喜欢在外面吃饭啊！ ,哎呀，新加坡人真的很喜欢在外面吃饭啊！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，新生大一的救援请求到了！ ,哎呀，新生大一的救援请求到了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,保护喉咙是非常重要的，否则上课变成“吼课”了！ ,保护喉咙是非常重要的，否则上课变成“吼课”了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,所以，别相信电影和电视剧中的武士形象了！ ,所以，别相信电影和电视剧中的武士形象了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,所以，我们可以确定老实的孩子是 C，因为他是唯一一个说真话的人。那么，玻璃又是谁打碎的呢？当然是 A 打的！因为 A 说的是假话，C 承认 A 说的是假话，D 也说 A 打的，所以 A 就是那个不小心打碎玻璃的孩子！ ,所以，我们可以确定老实的孩子是 C，因为他是唯一一个说真话的人。那么，玻璃又是谁打碎的呢？当然是 A 打的！因为 A 说的是假话，C 承认 A 说的是假话，D 也说 A 打的，所以 A 就是那个不小心打碎玻璃的孩子！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,总的来说，法院的判决是遵循法律规定，保护了国家和社会的利益，同时也警示了我们：在法律面前，亲戚关系并不是万能的！ ,总的来说，法院的判决是遵循法律规定，保护了国家和社会的利益，同时也警示了我们：在法律面前，亲戚关系并不是万能的！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,但是，老铁，你不能怪周深啊！ ,但是，老铁，你不能怪周深啊！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,你这个问题，真的很 tricky！ ,你这个问题，真的很 tricky！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False, PS: 如果你想知道为什么需要3架飞机，可以想象一下，如果只有2架飞机，飞机A飞到半圈的地方，然后飞机B加油给飞机A，但飞机B自己也快没油了，无法飞回机场。 , PS: 如果你想知道为什么需要3架飞机，可以想象一下，如果只有2架飞机，飞机A飞到半圈的地方，然后飞机B加油给飞机A，但飞机B自己也快没油了，无法飞回机场。 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，情侣们的关系网太复杂了！,哎呀，情侣们的关系网太复杂了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，DISS这个词儿你还不了解？,哎呀，DISS这个词儿你还不了解？😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,总之，选择空调，真的需要考虑很多因素 ,总之，选择空调，真的需要考虑很多因素 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哇哇哇，我的朋友，你终于发现了学区房的秘密了！ ,哇哇哇，我的朋友，你终于发现了学区房的秘密了！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哇哦，这个问题太复杂了！,哇哦，这个问题太复杂了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,总之，老兄，喝酒吃药是“双输”的游戏，还是别玩为妙！ ,总之，老兄，喝酒吃药是“双输”的游戏，还是别玩为妙！ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，这个问题太经典了！,哎呀，这个问题太经典了！😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,关于青蛙趴的问题， ,关于青蛙趴的问题， 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，宝马的决定让人啼笑皆非！ ,哎呀，宝马的决定让人啼笑皆非！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哇哈哈！你问的这个问题太深入了！,哇哈哈！你问的这个问题太深入了！😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,哎呀，老铁！你问到点子上了！ ,哎呀，老铁！你问到点子上了！ 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，500块钱左右，想入手九阳0涂层电饭煲？我说，你的钱包真的很有想象力！ ,哎呀，500块钱左右，想入手九阳0涂层电饭煲？我说，你的钱包真的很有想象力！ 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,哎呀，老兄，你这是什么奇怪的问题？ ,哎呀，老兄，你这是什么奇怪的问题？ 😂
😂, Face With Tears Of Joy ,1179,positive,positive,False,。但是历史已经发生了，咱们只能说一句「哎呀，汉武帝啊 ,。但是历史已经发生了，咱们只能说一句「哎呀，汉武帝啊 😂
😂, Face With Tears Of Joy ,1179,positive,negative,True,哎呀，汉武帝这个老爷子真的让人无语 ,哎呀，汉武帝这个老爷子真的让人无语 😂
😂, Face With Tears Of Joy ,1179,positive,neutral,False,具体来说，大理石纹螯虾的身体可以分裂成多个部分，每个部分都可以长成一个新的螯虾！这个过程叫做「体节分裂」，有点像复制粘贴一样 ,具体来说，大理石纹螯虾的身体可以分裂成多个部分，每个部分都可以长成一个新的螯虾！这个过程叫做「体节分裂」，有点像复制粘贴一样 😂
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,哇，简单吧？ ,哇，简单吧？ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,所以，新加坡人一年中很少在家做饭吃，也是情有可原的嘛！ ,所以，新加坡人一年中很少在家做饭吃，也是情有可原的嘛！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,哎呀，妈妈的担忧是有道理的！ ,哎呀，妈妈的担忧是有道理的！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,总之，河北南部的袖珍小县是历史的遗产，带着浓郁的政治色彩和割据痕迹。 ,总之，河北南部的袖珍小县是历史的遗产，带着浓郁的政治色彩和割据痕迹。 😊
😊, Smiling Face With Smiling Eyes ,858,positive,positive,False,这些事实，你知道吗？如果不知道，不要紧！音乐的神奇之处就在于，它总是有惊喜等着你！ ,这些事实，你知道吗？如果不知道，不要紧！音乐的神奇之处就在于，它总是有惊喜等着你！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,positive,False,最后，保持好心态，多笑多乐，少生气少愁，阴虚的症状自然就会减轻！ ,最后，保持好心态，多笑多乐，少生气少愁，阴虚的症状自然就会减轻！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,但是，我可以告诉你，x和y的值是55和89。 ,但是，我可以告诉你，x和y的值是55和89。 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,但是，我们还需要画出一条额外的直线。注意到九角星的中心点没有被使用，我们可以从中心点画一条直线到任意一个点，这样就有了10条直线！ ,但是，我们还需要画出一条额外的直线。注意到九角星的中心点没有被使用，我们可以从中心点画一条直线到任意一个点，这样就有了10条直线！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,）。那么，n⁵ 的个位数字一定是 0、2、4、6 或 8，这些数字都是它们本身的个位数字！ ,）。那么，n⁵ 的个位数字一定是 0、2、4、6 或 8，这些数字都是它们本身的个位数字！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,negative,True,这样，我只断金条两次，却能每天都付费给工人！,这样，我只断金条两次，却能每天都付费给工人！😊
😊, Smiling Face With Smiling Eyes ,858,positive,positive,False,聪明的老板娘真的很聪明！,聪明的老板娘真的很聪明！😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,这些诗句让你感受到草原的壮丽和悠悠的气息吗？ ,这些诗句让你感受到草原的壮丽和悠悠的气息吗？ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,PS：请注意，这些情况都是在特定的条件下才会发生的，平时不需要过于担心，只需要遵循正常的饮食习惯和食材选择就可以了！ ,PS：请注意，这些情况都是在特定的条件下才会发生的，平时不需要过于担心，只需要遵循正常的饮食习惯和食材选择就可以了！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,neutral,False,1. **实事求是**：报告坏消息时，不能瞎编乱造，必须实事求是，讲真话。 ,1. **实事求是**：报告坏消息时，不能瞎编乱造，必须实事求是，讲真话。 😊
😊, Smiling Face With Smiling Eyes ,858,positive,positive,False,哈哈，答案其实很简单！ ,哈哈，答案其实很简单！ 😊
😊, Smiling Face With Smiling Eyes ,858,positive,positive,False,你可以去搜一下「RADWIMPS - 四季歌」，然后就可以感受到这个全球小众歌曲的魅力了！,你可以去搜一下「RADWIMPS - 四季歌」，然后就可以感受到这个全球小众歌曲的魅力了！😊
